Code,Area_name,priceper,year,dateoftransfer,propertytype,duration,price,postcode,lad21cd,transactionid,id,tfarea,numberrooms,classt,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,CONSTRUCTION_AGE_BAND
E09000029,Sutton,701.6509434,2020,2020/12/3,S,F,595000,SM68SU,E09000029,{BC8936BB-E897-0E2C-E053-6C04A8C0DBF4},18540818,848,5,11,64,76,England and Wales: 1900-1929
E09000015,Harrow,1024.390244,2020,2020/12/27,S,F,210000,HA74QH,E09000015,{BC8936BB-C473-0E2C-E053-6C04A8C0DBF4},17367555,205,8,11,57,76,England and Wales: 1930-1949
E09000017,Hillingdon,1027.173913,2020,2020/12/1,T,F,94500,UB32DR,E09000017,{BC8936BB-C7E7-0E2C-E053-6C04A8C0DBF4},17530994,92,5,12,69,86,England and Wales: 1930-1949
E09000008,Croydon,1061.946903,2020,2020/12/21,F,L,120000,SE255JU,E09000008,{BC8936BB-E9B6-0E2C-E053-6C04A8C0DBF4},16731032,113,5,11,68,78,England and Wales: 1900-1929
E09000004,Bexley,1267.564827,2020,2020/12/11,F,L,87500,DA14FB,E09000004,{BA558B33-0293-76EF-E053-6B04A8C0B4B7},16308923,69.03,,11,79,80,NO DATA!
E09000011,Greenwich,1428.571429,2020,2020/12/11,F,L,100000,SE182AF,E09000011,{BC8936BC-059A-0E2C-E053-6C04A8C0DBF4},16949644,70,,11,84,84,NO DATA!
E09000025,Newham,1467.640321,2020,2020/12/16,F,L,102500,E162FS,E09000025,{BC8936BC-052D-0E2C-E053-6C04A8C0DBF4},18198020,69.84,,11,78,78,NO DATA!
E09000004,Bexley,1493.055556,2020,2020/12/22,T,F,215000,DA176DZ,E09000004,{BC8936BB-9FD8-0E2C-E053-6C04A8C0DBF4},16271317,144,5,11,48,77,England and Wales: 1900-1929
E09000016,Havering,1500,2020,2020/12/16,F,L,144000,RM53UH,E09000016,{BC8936BB-3A56-0E2C-E053-6C04A8C0DBF4},17431289,96,4,11,76,77,England and Wales: 1991-1995
E09000004,Bexley,1500,2020,2020/12/4,F,L,112500,DA81GL,E09000004,{BC8936BB-E8F1-0E2C-E053-6C04A8C0DBF4},16278038,75,3,11,81,83,England and Wales: 2007 onwards
E09000016,Havering,1507.692308,2020,2020/12/18,F,L,98000,RM11AF,E09000016,{BC8936BB-3961-0E2C-E053-6C04A8C0DBF4},17463495,65,,11,84,84,NO DATA!
E09000023,Lewisham,1728.624535,2020,2020/12/7,F,L,465000,SE232DA,E09000023,{BC8936BC-037D-0E2C-E053-6C04A8C0DBF4},18037681,269,3,11,43,58,England and Wales: 1900-1929
E09000008,Croydon,1743.119266,2020,2020/12/17,F,L,190000,CR52BT,E09000008,{BC8936BB-E96B-0E2C-E053-6C04A8C0DBF4},16694682,109,,11,87,89,NO DATA!
E09000023,Lewisham,1756.756757,2020,2020/12/22,F,L,130000,SE85FA,E09000023,{BC8936BC-05D6-0E2C-E053-6C04A8C0DBF4},18050914,74,,11,84,84,NO DATA!
E09000016,Havering,1854.545455,2020,2020/12/17,F,L,102000,RM11EF,E09000016,{BC8936BB-7219-0E2C-E053-6C04A8C0DBF4},17441534,55,3,11,79,81,England and Wales: 2007 onwards
E09000008,Croydon,1872.340426,2020,2020/12/18,F,L,88000,CR84BS,E09000008,{BC8936BB-E8EF-0E2C-E053-6C04A8C0DBF4},16721066,47,2,11,77,77,England and Wales: 2007 onwards
E09000026,Redbridge,1875,2020,2020/12/18,T,F,210000,IG13QQ,E09000026,{BC8936BB-7004-0E2C-E053-6C04A8C0DBF4},18346082,112,5,12,68,86,England and Wales: 1900-1929
E09000025,Newham,1902.439024,2020,2020/12/18,F,L,156000,E151GA,E09000025,{BC8936BC-0617-0E2C-E053-6C04A8C0DBF4},18206297,82,,11,89,89,NO DATA!
E09000011,Greenwich,1927.710843,2020,2020/12/18,F,L,160000,SE100PR,E09000011,{BC8936BC-043C-0E2C-E053-6C04A8C0DBF4},16964526,83,3,12,78,78,England and Wales: 1996-2002
E09000021,Kingston upon Thames,2000,2020,2020/12/21,T,F,260000,KT34HW,E09000021,{BC8936BB-F6B2-0E2C-E053-6C04A8C0DBF4},17816774,130,6,11,57,74,England and Wales: 1930-1949
E09000006,Bromley,2055.555556,2020,2020/12/17,F,L,407000,BR31HP,E09000006,{BC8936BB-9F14-0E2C-E053-6C04A8C0DBF4},16474291,198,4,12,79,80,England and Wales: 1950-1966
E09000004,Bexley,2072.263549,2020,2020/12/22,T,F,195000,DA184DE,E09000004,{BC8936BB-E7A7-0E2C-E053-6C04A8C0DBF4},16311200,94.1,4,11,65,69,England and Wales: 1967-1975
E09000017,Hillingdon,2208.333333,2020,2020/12/18,S,F,265000,UB100FF,E09000017,{BC8936BB-30DE-0E2C-E053-6C04A8C0DBF4},17493578,120,,11,86,94,NO DATA!
E09000011,Greenwich,2239.709443,2020,2020/12/4,T,F,185000,SE182SN,E09000011,{BC8936BB-E650-0E2C-E053-6C04A8C0DBF4},17017723,82.6,4,11,60,66,England and Wales: before 1900
E09000008,Croydon,2241.37931,2020,2020/12/4,T,F,195000,CR29EQ,E09000008,{BA558B33-0103-76EF-E053-6B04A8C0B4B7},16732828,87,5,11,63,83,England and Wales: 1950-1966
E09000012,Hackney,2258.064516,2020,2020/12/21,T,F,350000,N165DF,E09000012,{BC8936BB-B430-0E2C-E053-6C04A8C0DBF4},17078471,155,7,12,65,77,England and Wales: before 1900
E09000014,Haringey,2268.518519,2020,2020/12/17,T,F,245000,N156DX,E09000014,{BA558B32-D7E7-76EF-E053-6B04A8C0B4B7},17244105,108,7,11,67,86,England and Wales: 1991-1995
E09000008,Croydon,2278.839349,2020,2020/12/4,S,F,322000,CR06TX,E09000008,{BA558B32-FF5F-76EF-E053-6B04A8C0B4B7},16636577,141.3,6,11,45,57,England and Wales: 1930-1949
E09000024,Merton,2293.269231,2020,2020/12/18,F,L,119250,CR41GE,E09000024,{BC8936BB-E923-0E2C-E053-6C04A8C0DBF4},18103747,52,,11,84,84,NO DATA!
E09000023,Lewisham,2293.577982,2020,2020/12/18,F,F,250000,SE135PL,E09000023,{BC8936BB-B44F-0E2C-E053-6C04A8C0DBF4},18016143,109,5,11,52,64,England and Wales: 1900-1929
E09000014,Haringey,2363.013699,2020,2020/12/14,F,L,172500,N103EU,E09000014,{BC8936BB-3149-0E2C-E053-6C04A8C0DBF4},17247540,73,,11,85,85,NO DATA!
E09000006,Bromley,2380.952381,2020,2020/12/7,T,F,300000,TN163NJ,E09000006,{BC8936BB-E590-0E2C-E053-6C04A8C0DBF4},16483328,126,7,11,69,85,England and Wales: 1967-1975
E09000028,Southwark,2409.836066,2020,2020/12/15,F,L,294000,SE152BP,E09000028,{BC8936BC-0807-0E2C-E053-6C04A8C0DBF4},18476099,122,,11,87,87,NO DATA!
E09000006,Bromley,2410.714286,2020,2020/12/18,F,L,135000,BR20EX,E09000006,{BC8936BB-E8D9-0E2C-E053-6C04A8C0DBF4},16420323,56,4,12,59,68,England and Wales: 1900-1929
E09000004,Bexley,2446.808511,2020,2020/12/8,F,L,115000,DA83BY,E09000004,{BC8936BB-E6EF-0E2C-E053-6C04A8C0DBF4},16288721,47,2,11,60,73,England and Wales: 1976-1982
E09000006,Bromley,2452.934783,2020,2020/12/9,S,F,225670,BR49AF,E09000006,{BC8936BB-9FC8-0E2C-E053-6C04A8C0DBF4},16500759,92,5,11,53,70,England and Wales: 1950-1966
E09000004,Bexley,2463.810811,2020,2020/12/17,S,F,273483,DA67QH,E09000004,{BC8936BB-A6A4-0E2C-E053-6C04A8C0DBF4},16300847,111,6,11,58,83,England and Wales: 1930-1949
E09000018,Hounslow,2485.158084,2020,2020/12/3,F,L,180000,TW136AP,E09000018,{BC8936BB-3181-0E2C-E053-6C04A8C0DBF4},17555433,72.43,3,11,77,84,England and Wales: 1950-1966
E09000031,Waltham Forest,2538.461538,2020,2020/12/11,F,L,165000,E111GE,E09000031,{BC8936BB-71F9-0E2C-E053-6C04A8C0DBF4},18766007,65,3,12,82,82,England and Wales: 2003-2006
E09000032,Wandsworth,2622.95082,2020,2020/12/11,F,L,160000,SW115JR,E09000032,{BC8936BC-0596-0E2C-E053-6C04A8C0DBF4},18837941,61,,11,87,87,NO DATA!
E09000031,Waltham Forest,2631.578947,2020,2020/12/9,F,L,150000,E47UN,E09000031,{BC8936BB-313C-0E2C-E053-6C04A8C0DBF4},18789962,57,2,11,72,80,England and Wales: 1983-1990
E09000032,Wandsworth,2644.927536,2020,2020/12/14,F,L,182500,SW181SE,E09000032,{BC8936BC-062A-0E2C-E053-6C04A8C0DBF4},18868664,69,,11,77,77,NO DATA!
E09000024,Merton,2650,2020,2020/12/9,T,F,318000,SW191AS,E09000024,{BC8936BC-03FF-0E2C-E053-6C04A8C0DBF4},18146664,120,4,12,62,82,England and Wales: 1967-1975
E09000016,Havering,2660.377358,2020,2020/12/11,F,L,141000,RM26EW,E09000016,{BA558B32-2668-76EF-E053-6B04A8C0B4B7},17406119,53,,11,91,91,NO DATA!
E09000023,Lewisham,2664.473684,2020,2020/12/2,T,F,202500,SE94JE,E09000023,{BC8936BB-E788-0E2C-E053-6C04A8C0DBF4},18037409,76,3,11,73,87,England and Wales: 1983-1990
E09000008,Croydon,2671.370968,2020,2020/12/2,F,L,132500,CR02GZ,E09000008,{BC8936BB-E8C8-0E2C-E053-6C04A8C0DBF4},16637795,49.6,3,11,77,80,England and Wales: 2003-2006
E09000004,Bexley,2722.125436,2020,2020/12/14,F,L,250000,DA146SQ,E09000004,{BA558B33-0378-76EF-E053-6B04A8C0B4B7},16269549,91.84,5,11,60,68,England and Wales: 1967-1975
E09000018,Hounslow,2734.731085,2020,2020/12/1,T,F,300000,W42HU,E09000018,{BA558B32-D2CC-76EF-E053-6B04A8C0B4B7},17610958,109.7,5,11,72,74,England and Wales: before 1900
E09000025,Newham,2741.935484,2020,2020/12/4,T,F,340000,E62EB,E09000025,{BC8936BB-C843-0E2C-E053-6C04A8C0DBF4},18206165,124,4,11,59,85,England and Wales: 1930-1949
E09000031,Waltham Forest,2750,2020,2020/12/4,F,L,137500,E47NZ,E09000031,{BA558B32-1D42-76EF-E053-6B04A8C0B4B7},18813753,50,3,11,69,75,England and Wales: 1996-2002
E09000025,Newham,2755.102041,2020,2020/12/18,F,L,135000,E139DG,E09000025,{BC8936BC-05C9-0E2C-E053-6C04A8C0DBF4},18245066,49,,11,84,84,NO DATA!
E09000008,Croydon,2755.555556,2020,2020/12/18,F,L,124000,CR82AX,E09000008,{BC8936BB-E7FA-0E2C-E053-6C04A8C0DBF4},16711201,45,2,11,69,80,England and Wales: 1983-1990
E09000006,Bromley,2833.333333,2020,2020/12/21,D,F,425000,TN163DF,E09000006,{BC8936BB-E5A7-0E2C-E053-6C04A8C0DBF4},16501909,150,6,11,66,81,England and Wales: 1976-1982
E09000010,Enfield,2840.909091,2020,2020/12/3,S,F,500000,EN35EB,E09000010,{BA558B32-D207-76EF-E053-6B04A8C0B4B7},16868015,176,5,11,61,82,England and Wales: 1930-1949
E09000005,Brent,2872.340426,2020,2020/12/7,F,L,135000,HA30QH,E09000005,{BC8936BB-C93E-0E2C-E053-6C04A8C0DBF4},16364380,47,2,11,82,85,England and Wales: 2003-2006
E09000013,Hammersmith and Fulham,2913.043478,2020,2020/12/4,F,L,201000,SW100JR,E09000013,{BC8936BB-39A4-0E2C-E053-6C04A8C0DBF4},17158903,69,,11,88,88,NO DATA!
E09000026,Redbridge,2922.535211,2020,2020/12/16,T,L,207500,IG62NW,E09000026,{BC8936BB-71C2-0E2C-E053-6C04A8C0DBF4},18292078,71,4,11,65,82,England and Wales: 1900-1929
E09000006,Bromley,2970.149254,2020,2020/12/21,F,L,199000,BR60SD,E09000006,{BA558B33-01A5-76EF-E053-6B04A8C0B4B7},16486097,67,3,11,81,81,England and Wales: 1996-2002
E09000029,Sutton,2978.723404,2020,2020/12/18,F,L,140000,SM69PG,E09000029,{BC8936BB-E849-0E2C-E053-6C04A8C0DBF4},18598524,47,2,11,82,85,England and Wales: 1996-2002
E09000016,Havering,2987.012987,2020,2020/12/16,F,L,230000,RM124RN,E09000016,{BC8936BB-7217-0E2C-E053-6C04A8C0DBF4},17462667,77,4,11,75,78,England and Wales: 1950-1966
E09000014,Haringey,2987.804878,2020,2020/12/13,F,L,245000,N155DS,E09000014,{BA558B32-1B4E-76EF-E053-6B04A8C0B4B7},17319774,82,4,11,64,90,England and Wales: 1900-1929
E09000018,Hounslow,3000,2020,2020/12/17,T,L,201000,TW148SE,E09000018,{BC8936BB-3003-0E2C-E053-6C04A8C0DBF4},17581427,67,4,11,67,88,England and Wales: 1991-1995
E09000017,Hillingdon,3003.246753,2020,2020/12/10,F,L,185000,UB108FW,E09000017,{BC8936BB-305B-0E2C-E053-6C04A8C0DBF4},17525040,61.6,,11,86,88,NO DATA!
E09000009,Ealing,3023.255814,2020,2020/12/8,T,F,260000,UB25EJ,E09000009,{BA558B32-D272-76EF-E053-6B04A8C0B4B7},16748409,86,4,11,60,88,England and Wales: 1930-1949
E09000004,Bexley,3026.315789,2020,2020/12/21,T,F,345000,DA176HH,E09000004,{BC8936BB-9F54-0E2C-E053-6C04A8C0DBF4},16272574,114,5,11,69,84,England and Wales: 1967-1975
E09000010,Enfield,3043.478261,2020,2020/12/14,T,F,420000,EN14QP,E09000010,{BC8936BB-C6BE-0E2C-E053-6C04A8C0DBF4},16927238,138,5,11,65,83,England and Wales: 1950-1966
E09000008,Croydon,3051.470588,2020,2020/12/1,T,F,415000,SE255EX,E09000008,{BA558B33-02CD-76EF-E053-6B04A8C0B4B7},16673845,136,,11,92,92,NO DATA!
E09000018,Hounslow,3057.324841,2020,2020/12/15,S,F,480000,TW59QG,E09000018,{BA558B32-D18A-76EF-E053-6B04A8C0B4B7},17599141,157,6,11,58,78,England and Wales: 1950-1966
E09000016,Havering,3069.498069,2020,2020/12/22,T,F,795000,RM41PL,E09000016,{BC8936BB-6FF7-0E2C-E053-6C04A8C0DBF4},17454397,259,10,11,41,70,England and Wales: before 1900
E09000032,Wandsworth,3070.754717,2020,2020/12/21,F,L,162750,SW181QS,E09000032,{BC8936BC-0642-0E2C-E053-6C04A8C0DBF4},18869225,53,,11,84,84,NO DATA!
E09000004,Bexley,3084.11215,2020,2020/12/18,S,F,330000,DA83SW,E09000004,{BA558B33-00BC-76EF-E053-6B04A8C0B4B7},16291051,107,5,11,57,83,England and Wales: 1976-1982
E09000004,Bexley,3090.659341,2020,2020/12/11,S,F,360000,DA68JL,E09000004,{BC8936BB-E790-0E2C-E053-6C04A8C0DBF4},16277984,116.48,3,11,66,73,England and Wales: 1950-1966
E09000004,Bexley,3092.105263,2020,2020/12/18,F,L,235000,DA81BG,E09000004,{BC8936BB-E877-0E2C-E053-6C04A8C0DBF4},16273024,76,3,12,80,81,England and Wales: 1996-2002
E09000027,Richmond upon Thames,3103.448276,2020,2020/12/8,T,F,360000,TW123UX,E09000027,{BC8936BC-03C2-0E2C-E053-6C04A8C0DBF4},18374327,116,6,11,65,84,England and Wales: 1976-1982
E09000023,Lewisham,3107.5,2020,2020/12/18,T,F,354255,SE62NP,E09000023,{BA558B32-19DC-76EF-E053-6B04A8C0B4B7},18067294,114,4,11,47,84,England and Wales: 1900-1929
E09000013,Hammersmith and Fulham,3107.705407,2020,2020/12/11,F,L,146000,W129HL,E09000013,{BA558B32-2671-76EF-E053-6B04A8C0B4B7},17205059,46.98,2,11,69,71,England and Wales: 1996-2002
E09000006,Bromley,3110.23622,2020,2020/12/2,S,F,395000,BR53DX,E09000006,{BA558B32-FF58-76EF-E053-6B04A8C0B4B7},16518202,127,6,11,59,76,England and Wales: 1950-1966
E09000028,Southwark,3111.111111,2020,2020/12/3,F,L,280000,SE164LZ,E09000028,{BC8936BC-0693-0E2C-E053-6C04A8C0DBF4},18513862,90,5,11,64,78,England and Wales: 1930-1949
E09000026,Redbridge,3141.025641,2020,2020/12/4,F,L,245000,IG119DG,E09000026,{BC8936BB-7008-0E2C-E053-6C04A8C0DBF4},18277003,78,3,11,60,77,England and Wales: 1950-1966
E09000008,Croydon,3142.977528,2020,2020/12/8,F,L,279725,CR02AX,E09000008,{BC8936BB-E83D-0E2C-E053-6C04A8C0DBF4},16616058,89,3,12,43,55,England and Wales: 1950-1966
E09000004,Bexley,3146.964856,2020,2020/12/3,F,L,197000,DA176JG,E09000004,{BA558B33-01F7-76EF-E053-6B04A8C0B4B7},16317098,62.6,2,11,70,75,England and Wales: 1900-1929
E09000011,Greenwich,3159.42029,2020,2020/12/4,F,L,218000,SE182BZ,E09000011,{BC8936BC-059F-0E2C-E053-6C04A8C0DBF4},17012254,69,3,12,60,76,England and Wales: 1950-1966
E09000004,Bexley,3167.938931,2020,2020/12/17,S,F,415000,DA67NY,E09000004,{BA558B33-0160-76EF-E053-6B04A8C0B4B7},16257933,131,6,11,59,78,England and Wales: 1983-1990
E09000030,Tower Hamlets,3176.724138,2020,2020/12/9,F,L,184250,E32DB,E09000030,{BC8936BB-721E-0E2C-E053-6C04A8C0DBF4},18630701,58,2,12,74,78,England and Wales: 2007 onwards
E09000026,Redbridge,3176.79558,2020,2020/12/16,T,F,575000,IG39XH,E09000026,{BC8936BB-725D-0E2C-E053-6C04A8C0DBF4},18305555,181,7,11,54,83,England and Wales: 1930-1949
E09000016,Havering,3180.18018,2020,2020/12/4,S,F,353000,RM37UB,E09000016,{BA558B32-6B83-76EF-E053-6B04A8C0B4B7},17403981,111,5,12,56,77,England and Wales: 1930-1949
E09000008,Croydon,3191.489362,2020,2020/12/18,D,F,750000,SW164LW,E09000008,{BC8936BB-E8BD-0E2C-E053-6C04A8C0DBF4},16727408,235,9,11,61,79,England and Wales: 1930-1949
E09000016,Havering,3195.876289,2020,2020/12/11,T,F,310000,RM38LA,E09000016,{BA558B32-6E4D-76EF-E053-6B04A8C0B4B7},17398272,97,5,11,68,81,England and Wales: 1950-1966
E09000022,Lambeth,3202.970297,2020,2020/12/22,F,L,323500,SE270DT,E09000022,{BC8936BC-061C-0E2C-E053-6C04A8C0DBF4},17958058,101,5,11,62,68,England and Wales: 1900-1929
E09000018,Hounslow,3205.882353,2020,2020/12/1,F,L,218000,TW148HJ,E09000018,{BC8936BB-30B6-0E2C-E053-6C04A8C0DBF4},17578791,68,3,11,64,77,England and Wales: 1967-1975
E09000008,Croydon,3219.512195,2020,2020/12/11,S,F,396000,CR09LA,E09000008,{BA558B32-FE46-76EF-E053-6B04A8C0B4B7},16686887,123,4,12,68,82,England and Wales: 1967-1975
E09000008,Croydon,3224.637681,2020,2020/12/21,D,F,890000,CR83AF,E09000008,{BC8936BB-E77F-0E2C-E053-6C04A8C0DBF4},16683328,276,8,11,40,78,England and Wales: 1900-1929
E09000016,Havering,3227.513228,2020,2020/12/10,D,F,610000,RM139LG,E09000016,{BA558B32-6CC4-76EF-E053-6B04A8C0B4B7},17465663,189,8,11,41,78,England and Wales: 1930-1949
E09000006,Bromley,3254.716981,2020,2020/12/2,F,L,345000,BR13AF,E09000006,{BC8936BB-E9CC-0E2C-E053-6C04A8C0DBF4},16429662,106,3,11,52,70,England and Wales: 1967-1975
E09000016,Havering,3269.230769,2020,2020/12/4,F,L,170000,RM53UH,E09000016,{BC8936BB-3A59-0E2C-E053-6C04A8C0DBF4},17411507,52,3,11,79,80,England and Wales: 1991-1995
E09000008,Croydon,3271.794872,2020,2020/12/18,S,F,638000,CR52BL,E09000008,{BC8936BB-E6C7-0E2C-E053-6C04A8C0DBF4},16713486,195,8,12,40,81,England and Wales: 1900-1929
E09000006,Bromley,3277.687296,2020,2020/12/14,S,F,402500,BR52HD,E09000006,{BA558B32-FFD0-76EF-E053-6B04A8C0B4B7},16441072,122.8,5,11,54,66,England and Wales: 1950-1966
E09000008,Croydon,3279.069767,2020,2020/12/4,T,F,282000,CR09DS,E09000008,{BC8936BB-E75A-0E2C-E053-6C04A8C0DBF4},16614906,86,5,11,60,83,England and Wales: 1950-1966
E09000010,Enfield,3285.714286,2020,2020/12/11,S,F,391000,EN36WG,E09000010,{BA558B32-1F5C-76EF-E053-6B04A8C0B4B7},16930777,119,6,11,73,85,England and Wales: 1996-2002
E09000028,Southwark,3295.178633,2020,2020/12/18,F,L,190000,SE57HX,E09000028,{BC8936BC-03ED-0E2C-E053-6C04A8C0DBF4},18457082,57.66,3,11,28,36,England and Wales: 1967-1975
E09000003,Barnet,3300,2020,2020/12/11,S,F,660000,N128EE,E09000003,{BC8936BB-C8AC-0E2C-E053-6C04A8C0DBF4},16182138,200,6,11,41,78,England and Wales: 1930-1949
E09000023,Lewisham,3300.492611,2020,2020/12/18,D,F,670000,SE129EZ,E09000023,{BC8936BB-E533-0E2C-E053-6C04A8C0DBF4},16993494,203,5,11,58,77,England and Wales: 1930-1949
E09000026,Redbridge,3317.757009,2020,2020/12/16,T,F,355000,IG14SQ,E09000026,{BC8936BB-C8CC-0E2C-E053-6C04A8C0DBF4},18301018,107,5,11,56,86,England and Wales: 1930-1949
E09000016,Havering,3333.333333,2020,2020/12/21,T,F,290000,RM70HJ,E09000016,{BC8936BB-C71C-0E2C-E053-6C04A8C0DBF4},17400573,87,4,11,50,73,England and Wales: 1900-1929
E09000011,Greenwich,3333.333333,2020,2020/12/11,F,L,150000,SE183TQ,E09000011,{BA558B33-24AB-76EF-E053-6B04A8C0B4B7},17023774,45,2,11,74,77,England and Wales: 1950-1966
E09000008,Croydon,3333.333333,2020,2020/12/1,S,F,450000,CR28RU,E09000008,{BA558B33-147A-76EF-E053-6B04A8C0B4B7},16695884,135,7,11,71,85,England and Wales: 1930-1949
E09000016,Havering,3344.594595,2020,2020/12/18,S,F,495000,RM14UD,E09000016,{BC8936BB-76FF-0E2C-E053-6C04A8C0DBF4},17438487,148,7,11,53,70,England and Wales: 1930-1949
E09000006,Bromley,3348.214286,2020,2020/12/9,T,F,375000,BR53AP,E09000006,{BA558B32-FEF4-76EF-E053-6B04A8C0B4B7},16477918,112,5,11,51,82,England and Wales: 1930-1949
E09000011,Greenwich,3349.593496,2020,2020/12/10,S,F,412000,SE20HE,E09000011,{BA558B32-FE50-76EF-E053-6B04A8C0B4B7},16978894,123,4,11,62,82,England and Wales: 1930-1949
E09000029,Sutton,3358.024691,2020,2020/12/10,F,L,272000,SM14DU,E09000029,{BC8936BB-E995-0E2C-E053-6C04A8C0DBF4},18574770,81,,11,62,62,NO DATA!
E09000029,Sutton,3358.208955,2020,2020/12/4,F,L,225000,SM67PF,E09000029,{BA558B33-0367-76EF-E053-6B04A8C0B4B7},18541231,67,3,12,73,80,England and Wales: 1967-1975
E09000031,Waltham Forest,3369.565217,2020,2020/12/4,F,L,155000,E47UN,E09000031,{BA558B32-6BF3-76EF-E053-6B04A8C0B4B7},18823594,46,2,11,69,75,England and Wales: 1983-1990
E09000004,Bexley,3374.491909,2020,2020/12/3,S,F,440000,DA176EU,E09000004,{BA558B32-A53E-76EF-E053-6B04A8C0B4B7},16267851,130.39,7,11,57,69,England and Wales: 1950-1966
E09000004,Bexley,3384.615385,2020,2020/12/8,T,F,308000,DA14BB,E09000004,{BA558B32-FFBD-76EF-E053-6B04A8C0B4B7},16238589,91,5,11,67,87,England and Wales: 1976-1982
E09000008,Croydon,3385.416667,2020,2020/12/16,T,F,487500,CR77QD,E09000008,{BC8936BB-E5CB-0E2C-E053-6C04A8C0DBF4},16640183,144,7,11,70,85,England and Wales: 1930-1949
E09000032,Wandsworth,3387.096774,2020,2020/12/1,F,L,210000,SW154DS,E09000032,{BC8936BB-E77C-0E2C-E053-6C04A8C0DBF4},18901250,62,4,11,75,76,England and Wales: 1967-1975
E09000004,Bexley,3401.162791,2020,2020/12/10,F,L,146250,DA145JR,E09000004,{BA558B33-0244-76EF-E053-6B04A8C0B4B7},16242857,43,2,12,78,78,England and Wales: 2003-2006
E09000008,Croydon,3406.593407,2020,2020/12/22,T,F,310000,CR09JY,E09000008,{BC8936BB-E568-0E2C-E053-6C04A8C0DBF4},16690354,91,4,12,72,88,England and Wales: 1967-1975
E09000025,Newham,3406.593407,2020,2020/12/18,F,L,310000,E79QL,E09000025,{BC8936BC-05FF-0E2C-E053-6C04A8C0DBF4},18260654,91,4,12,57,81,England and Wales: 1900-1929
E09000025,Newham,3413.793103,2020,2020/12/3,T,F,495000,E126SW,E09000025,{BC8936BB-7178-0E2C-E053-6C04A8C0DBF4},18239489,145,8,11,67,77,England and Wales: 1900-1929
E09000005,Brent,3415.730337,2020,2020/12/17,T,F,304000,HA96JS,E09000005,{BA558B32-D17D-76EF-E053-6B04A8C0B4B7},16328213,89,5,12,72,89,England and Wales: 1930-1949
E09000016,Havering,3418.803419,2020,2020/12/11,T,F,400000,RM138AJ,E09000016,{BC8936BB-C673-0E2C-E053-6C04A8C0DBF4},17423569,117,5,11,56,73,England and Wales: 1930-1949
E09000017,Hillingdon,3451.162791,2020,2020/12/10,D,F,742000,UB108EG,E09000017,{BC8936BB-C3CB-0E2C-E053-6C04A8C0DBF4},17547359,215,5,11,53,80,England and Wales: 1950-1966
E09000006,Bromley,3456.790123,2020,2020/12/10,F,L,280000,BR31RZ,E09000006,{BA558B33-012B-76EF-E053-6B04A8C0B4B7},16494119,81,4,11,59,76,England and Wales: 1967-1975
E09000018,Hounslow,3461.538462,2020,2020/12/21,T,L,450000,TW50SB,E09000018,{BC8936BB-C8AA-0E2C-E053-6C04A8C0DBF4},17562690,130,7,12,75,83,England and Wales: 1983-1990
E09000016,Havering,3464.285714,2020,2020/12/16,T,F,485000,RM139AT,E09000016,{BC8936BB-7CD0-0E2C-E053-6C04A8C0DBF4},17415071,140,8,11,64,81,England and Wales: 1930-1949
E09000008,Croydon,3465.346535,2020,2020/12/10,T,F,350000,CR09HS,E09000008,{BA558B33-0232-76EF-E053-6B04A8C0B4B7},16664293,101,4,11,64,82,England and Wales: 1967-1975
E09000026,Redbridge,3465.851172,2020,2020/12/8,F,L,170000,IG45EL,E09000026,{BA558B32-6C6B-76EF-E053-6B04A8C0B4B7},18293334,49.05,2,11,86,86,England and Wales: 1983-1990
E09000010,Enfield,3467.741935,2020,2020/12/7,F,L,215000,N144BW,E09000010,{BC8936BB-70CC-0E2C-E053-6C04A8C0DBF4},16850997,62,3,11,71,78,England and Wales: 1996-2002
E09000016,Havering,3470.175439,2020,2020/12/15,T,F,395600,RM53UU,E09000016,{BC8936BB-716A-0E2C-E053-6C04A8C0DBF4},17436851,114,6,11,70,83,England and Wales: 1967-1975
E09000002,Barking and Dagenham,3470.588235,2020,2020/12/18,T,F,295000,RM83DX,E09000002,{BC8936BB-C6A0-0E2C-E053-6C04A8C0DBF4},16070345,85,5,11,34,78,England and Wales: 1930-1949
E09000011,Greenwich,3472.222222,2020,2020/12/18,F,L,250000,SE38AS,E09000011,{BC8936BC-0550-0E2C-E053-6C04A8C0DBF4},17020631,72,3,11,72,80,England and Wales: 1930-1949
E09000004,Bexley,3474.025974,2020,2020/12/15,T,F,535000,DA68JB,E09000004,{BC8936BB-E9CF-0E2C-E053-6C04A8C0DBF4},16243499,154,6,12,73,84,England and Wales: 1991-1995
E09000004,Bexley,3474.025974,2020,2020/12/15,T,F,535000,DA68JB,E09000004,{BC8936BB-E7EE-0E2C-E053-6C04A8C0DBF4},16243499,154,6,12,73,84,England and Wales: 1991-1995
E09000008,Croydon,3476.190476,2020,2020/12/11,T,F,292000,CR09DQ,E09000008,{BA558B33-0041-76EF-E053-6B04A8C0B4B7},16672281,84,4,11,68,81,England and Wales: 1950-1966
E09000002,Barking and Dagenham,3480.519481,2020,2020/12/16,S,F,268000,RM81UL,E09000002,{BC8936BB-710A-0E2C-E053-6C04A8C0DBF4},16055727,77,4,11,45,64,England and Wales: 1900-1929
