Code,Area_name,priceper,year,dateoftransfer,propertytype,duration,price,postcode,lad21cd,transactionid,id,tfarea,numberrooms,classt,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,CONSTRUCTION_AGE_BAND
E09000010,Enfield,4144.791379,2020,2020/12/18,S,F,300000,N182HA,E09000010,{BA558B32-D3B4-76EF-E053-6B04A8C0B4B7},16882057,72.38,5,11,42,61,England and Wales: 1930-1949
E09000003,Barnet,4146.341463,2020,2020/12/4,S,F,340000,HA80JW,E09000003,{BC8936BB-C8A6-0E2C-E053-6C04A8C0DBF4},16224759,82,5,12,63,82,England and Wales: 1950-1966
E09000006,Bromley,4148.148148,2020,2020/12/15,T,F,560000,BR33HA,E09000006,{BC8936BB-9F2B-0E2C-E053-6C04A8C0DBF4},16497823,135,6,11,59,78,England and Wales: 1930-1949
E09000016,Havering,4148.93617,2020,2020/12/11,S,F,390000,RM53BS,E09000016,{BA558B32-6E53-76EF-E053-6B04A8C0B4B7},17445769,94,4,11,55,86,England and Wales: 1900-1929
E09000016,Havering,4150,2020,2020/12/18,S,F,415000,RM79JB,E09000016,{BC8936BB-7073-0E2C-E053-6C04A8C0DBF4},17437300,100,5,11,64,85,England and Wales: 1930-1949
E09000016,Havering,4150.943396,2020,2020/12/18,S,F,660000,RM142LN,E09000016,{BC8936BB-76CC-0E2C-E053-6C04A8C0DBF4},17442244,159,7,11,59,75,England and Wales: 1930-1949
E09000011,Greenwich,4151.515152,2020,2020/12/4,S,F,685000,SE92JL,E09000011,{BA558B33-020E-76EF-E053-6B04A8C0B4B7},17025818,165,7,11,39,82,England and Wales: 1930-1949
E09000016,Havering,4152.542373,2020,2020/12/10,D,F,490000,RM124HG,E09000016,{BC8936BB-7787-0E2C-E053-6C04A8C0DBF4},17397853,118,5,12,60,83,England and Wales: 1930-1949
E09000002,Barking and Dagenham,4157.303371,2020,2020/12/18,S,F,370000,RM70SJ,E09000002,{BC8936BB-70E4-0E2C-E053-6C04A8C0DBF4},16100940,89,5,11,53,79,England and Wales: 1930-1949
E09000021,Kingston upon Thames,4159.836066,2020,2020/12/11,S,F,507500,KT91NW,E09000021,{BC8936BC-02FA-0E2C-E053-6C04A8C0DBF4},17860160,122,6,11,65,83,England and Wales: 1930-1949
E09000004,Bexley,4161.290323,2020,2020/12/15,T,F,387000,DA146HY,E09000004,{BC8936BB-9FF8-0E2C-E053-6C04A8C0DBF4},16293585,93,5,11,61,80,England and Wales: before 1900
E09000004,Bexley,4166.666667,2020,2020/12/22,F,L,250000,DA51JS,E09000004,{BC8936BB-E7BC-0E2C-E053-6C04A8C0DBF4},16268788,60,3,12,70,75,England and Wales: 1991-1995
E09000010,Enfield,4166.666667,2020,2020/12/18,T,F,475000,EN34PN,E09000010,{BC8936BB-DF58-0E2C-E053-6C04A8C0DBF4},16887784,114,6,11,62,84,England and Wales: 1930-1949
E09000004,Bexley,4166.666667,2020,2020/12/11,T,F,450000,DA53PD,E09000004,{BA558B32-A626-76EF-E053-6B04A8C0B4B7},16294294,108,5,11,53,75,England and Wales: 1950-1966
E09000008,Croydon,4166.666667,2020,2020/12/4,F,L,300000,CR01XT,E09000008,{BC8936BB-E789-0E2C-E053-6C04A8C0DBF4},16619846,72,3,11,77,80,England and Wales: 1983-1990
E09000008,Croydon,4166.666667,2020,2020/12/3,S,F,500000,CR27JP,E09000008,{BC8936BB-F7BD-0E2C-E053-6C04A8C0DBF4},16632840,120,6,11,42,82,England and Wales: 1950-1966
E09000016,Havering,4175,2020,2020/12/17,S,F,501000,RM14SS,E09000016,{BC8936BB-768D-0E2C-E053-6C04A8C0DBF4},17446868,120,4,12,58,81,England and Wales: 1930-1949
E09000002,Barking and Dagenham,4176.516942,2020,2020/12/16,F,L,265000,RM107FB,E09000002,{BC8936BC-04E6-0E2C-E053-6C04A8C0DBF4},16109522,63.45,,11,88,88,NO DATA!
E09000016,Havering,4177.21519,2020,2020/12/4,T,F,330000,RM137HJ,E09000016,{BA558B32-6B7A-76EF-E053-6B04A8C0B4B7},17444002,79,4,11,27,85,England and Wales: 1950-1966
E09000004,Bexley,4178.082192,2020,2020/12/3,F,L,305000,DA157HU,E09000004,{BA558B33-0291-76EF-E053-6B04A8C0B4B7},16248225,73,3,11,49,75,England and Wales: 1967-1975
E09000008,Croydon,4180.169492,2020,2020/12/11,S,F,493260,CR84ED,E09000008,{BA558B33-1585-76EF-E053-6B04A8C0B4B7},16727564,118,5,11,50,85,England and Wales: 1930-1949
E09000023,Lewisham,4181.034483,2020,2020/12/9,F,L,242500,BR31TF,E09000023,{BC8936BC-085E-0E2C-E053-6C04A8C0DBF4},18021060,58,3,12,67,81,England and Wales: 1950-1966
E09000008,Croydon,4183.035714,2020,2020/12/22,T,F,468500,CR06EQ,E09000008,{BC8936BB-E5E4-0E2C-E053-6C04A8C0DBF4},16735287,112,6,12,70,87,England and Wales: 1930-1949
E09000002,Barking and Dagenham,4183.673469,2020,2020/12/23,S,F,410000,RM66NP,E09000002,{BA558B32-75D4-76EF-E053-6B04A8C0B4B7},16101596,98,5,12,62,82,England and Wales: 1930-1949
E09000008,Croydon,4186.046512,2020,2020/12/18,T,F,360000,CR04JR,E09000008,{BC8936BB-E8EA-0E2C-E053-6C04A8C0DBF4},16616644,86,6,12,74,87,England and Wales: 1930-1949
E09000004,Bexley,4189.189189,2020,2020/12/9,S,F,465000,DA67PZ,E09000004,{BC8936BB-A082-0E2C-E053-6C04A8C0DBF4},16279523,111,6,12,51,82,England and Wales: 1950-1966
E09000008,Croydon,4191.176471,2020,2020/12/9,S,F,570000,CR08AL,E09000008,{BA558B33-18F9-76EF-E053-6B04A8C0B4B7},16649156,136,6,11,52,82,England and Wales: 1930-1949
E09000008,Croydon,4191.176471,2020,2020/12/7,F,L,285000,CR02AX,E09000008,{BA558B33-01EC-76EF-E053-6B04A8C0B4B7},16652906,68,3,12,53,75,England and Wales: 1950-1966
E09000031,Waltham Forest,4191.176471,2020,2020/12/4,F,L,285000,E49LG,E09000031,{BA558B32-1D3E-76EF-E053-6B04A8C0B4B7},18743894,68,3,11,56,69,England and Wales: 1930-1949
E09000021,Kingston upon Thames,4191.616766,2020,2020/12/14,S,F,700000,KT36AH,E09000021,{BA558B32-F58D-76EF-E053-6B04A8C0B4B7},17862438,167,5,12,67,81,England and Wales: 1900-1929
E09000008,Croydon,4196.428571,2020,2020/12/17,S,F,470000,CR20NE,E09000008,{BA558B32-F5D6-76EF-E053-6B04A8C0B4B7},16733382,112,5,11,65,85,England and Wales: 1930-1949
E09000022,Lambeth,4198.473282,2020,2020/12/14,T,F,550000,SE59HR,E09000022,{BC8936BC-0337-0E2C-E053-6C04A8C0DBF4},17991092,131,6,11,57,83,England and Wales: 1900-1929
E09000021,Kingston upon Thames,4201.680672,2020,2020/12/15,S,F,500000,KT92EX,E09000021,{BC8936BB-FD16-0E2C-E053-6C04A8C0DBF4},17846482,119,6,11,69,85,England and Wales: 1930-1949
E09000016,Havering,4201.923077,2020,2020/12/1,S,F,437000,RM70NA,E09000016,{BC8936BB-7058-0E2C-E053-6C04A8C0DBF4},17416287,104,6,11,57,79,England and Wales: 1930-1949
E09000018,Hounslow,4204.545455,2020,2020/12/11,T,F,370000,TW135PL,E09000018,{BC8936BB-3395-0E2C-E053-6C04A8C0DBF4},17582051,88,5,11,71,85,England and Wales: 1983-1990
E09000010,Enfield,4206.185567,2020,2020/12/18,F,L,408000,N211NB,E09000010,{BC8936BB-2FBB-0E2C-E053-6C04A8C0DBF4},16908210,97,4,11,63,71,England and Wales: 1950-1966
E09000008,Croydon,4207.317073,2020,2020/12/18,S,F,345000,CR00BS,E09000008,{BC8936BB-E82C-0E2C-E053-6C04A8C0DBF4},16698269,82,4,11,54,83,England and Wales: 1950-1966
E09000010,Enfield,4208.633094,2020,2020/12/11,T,F,585000,N99HU,E09000010,{BA558B32-F5AD-76EF-E053-6B04A8C0B4B7},16936423,139,6,11,47,77,England and Wales: 1930-1949
E09000032,Wandsworth,4208.695652,2020,2020/12/18,F,L,484000,SW184JG,E09000032,{BC8936BC-05D4-0E2C-E053-6C04A8C0DBF4},18926356,115,4,12,65,74,England and Wales: before 1900
E09000029,Sutton,4212.121212,2020,2020/12/15,S,F,695000,KT48NE,E09000029,{BC8936BB-EA71-0E2C-E053-6C04A8C0DBF4},18558840,165,5,12,69,81,England and Wales: 1930-1949
E09000002,Barking and Dagenham,4213.483146,2020,2020/12/11,T,F,375000,RM95AS,E09000002,{BC8936BB-7001-0E2C-E053-6C04A8C0DBF4},16118483,89,4,11,63,80,England and Wales: 1930-1949
E09000004,Bexley,4213.836478,2020,2020/12/9,D,F,670000,DA158GU,E09000004,{BC8936BB-E8DF-0E2C-E053-6C04A8C0DBF4},16279076,159,8,11,77,86,England and Wales: 2003-2006
E09000029,Sutton,4216.86747,2020,2020/12/4,F,L,350000,SM25EE,E09000029,{BA558B33-0176-76EF-E053-6B04A8C0B4B7},18566673,83,4,11,81,82,England and Wales: 2003-2006
E09000026,Redbridge,4219.858156,2020,2020/12/18,T,F,595000,IG13LB,E09000026,{BC8936BB-C658-0E2C-E053-6C04A8C0DBF4},18303513,141,5,11,69,82,England and Wales: 1900-1929
E09000016,Havering,4220.183486,2020,2020/12/8,S,F,460000,RM125ER,E09000016,{BA558B32-6C73-76EF-E053-6B04A8C0B4B7},17406559,109,4,11,59,75,England and Wales: 1950-1966
E09000003,Barnet,4224.137931,2020,2020/12/21,F,L,245000,NW21HH,E09000003,{BC8936BB-2FE6-0E2C-E053-6C04A8C0DBF4},16230503,58,3,11,59,70,England and Wales: 1950-1966
E09000012,Hackney,4225.352113,2020,2020/12/15,F,L,300000,E95AP,E09000012,{BC8936BB-71C7-0E2C-E053-6C04A8C0DBF4},17135727,71,4,11,57,66,England and Wales: 1950-1966
E09000004,Bexley,4225.702212,2020,2020/12/3,F,L,170000,DA81NT,E09000004,{BA558B33-0306-76EF-E053-6B04A8C0B4B7},16262931,40.23,2,11,69,73,England and Wales: 1991-1995
E09000008,Croydon,4226.190476,2020,2020/12/18,S,F,355000,CR01RA,E09000008,{BC8936BB-E8C0-0E2C-E053-6C04A8C0DBF4},16634545,84,3,11,64,87,England and Wales: 1900-1929
E09000017,Hillingdon,4227.442881,2020,2020/12/21,D,F,655000,UB77FL,E09000017,{BC8936BB-3011-0E2C-E053-6C04A8C0DBF4},17526205,154.94,,11,80,82,NO DATA!
E09000017,Hillingdon,4230.769231,2020,2020/12/21,F,L,220000,UB82YH,E09000017,{BC8936BB-3385-0E2C-E053-6C04A8C0DBF4},17474120,52,2,11,67,71,England and Wales: 1976-1982
E09000008,Croydon,4230.769231,2020,2020/12/11,S,F,550000,CR20NJ,E09000008,{BA558B33-15D5-76EF-E053-6B04A8C0B4B7},16692387,130,6,11,46,76,England and Wales: 1900-1929
E09000004,Bexley,4230.769231,2020,2020/12/11,S,F,385000,DA161EJ,E09000004,{BC8936BB-E6CE-0E2C-E053-6C04A8C0DBF4},16253718,91,5,12,46,74,England and Wales: 1950-1966
E09000010,Enfield,4235.294118,2020,2020/12/18,T,F,360000,N182RH,E09000010,{BA558B32-1B4B-76EF-E053-6B04A8C0B4B7},16894624,85,6,11,60,85,England and Wales: 1930-1949
E09000024,Merton,4237.288136,2020,2020/12/11,T,F,625000,CR42HA,E09000024,{BA558B33-143E-76EF-E053-6B04A8C0B4B7},18165794,147.5,7,11,57,68,England and Wales: 1900-1929
E09000006,Bromley,4237.288136,2020,2020/12/2,T,L,1500000,BR75NT,E09000006,{BA558B33-0284-76EF-E053-6B04A8C0B4B7},16460258,354,9,11,77,77,England and Wales: 2007 onwards
E09000008,Croydon,4237.804878,2020,2020/12/21,S,F,347500,CR35QU,E09000008,{BC8936BB-E574-0E2C-E053-6C04A8C0DBF4},16733921,82,4,11,61,85,England and Wales: 1967-1975
E09000002,Barking and Dagenham,4240,2020,2020/12/14,T,F,318000,RM83DH,E09000002,{BA558B33-25E0-76EF-E053-6B04A8C0B4B7},16067651,75,3,11,64,88,England and Wales: 1930-1949
E09000004,Bexley,4240.25974,2020,2020/12/4,T,F,326500,DA14AA,E09000004,{BC8936BB-E7DD-0E2C-E053-6C04A8C0DBF4},16283164,77,5,11,66,90,England and Wales: 1950-1966
E09000026,Redbridge,4243.119266,2020,2020/12/14,F,L,185000,IG89JU,E09000026,{BC8936BB-70E3-0E2C-E053-6C04A8C0DBF4},18332861,43.6,2,11,71,73,England and Wales: 1983-1990
E09000016,Havering,4244.482173,2020,2020/12/18,T,F,425000,RM137TD,E09000016,{BA558B32-2792-76EF-E053-6B04A8C0B4B7},17453151,100.13,5,11,54,65,England and Wales: 1950-1966
E09000031,Waltham Forest,4246.031746,2020,2020/12/4,T,F,535000,E47DL,E09000031,{BA558B32-6C54-76EF-E053-6B04A8C0B4B7},18735510,126,6,12,50,79,England and Wales: before 1900
E09000006,Bromley,4247.787611,2020,2020/12/3,S,F,480000,BR29GQ,E09000006,{BA558B33-02AA-76EF-E053-6B04A8C0B4B7},16486289,113,,11,84,84,NO DATA!
E09000016,Havering,4248.120301,2020,2020/12/11,S,F,565000,RM26JA,E09000016,{BC8936BB-728B-0E2C-E053-6C04A8C0DBF4},17410325,133,6,11,50,81,England and Wales: 1900-1929
E09000016,Havering,4250,2020,2020/12/7,S,F,425000,RM138JH,E09000016,{BC8936BB-7270-0E2C-E053-6C04A8C0DBF4},17415514,100,5,11,65,78,England and Wales: 1950-1966
E09000023,Lewisham,4250.60241,2020,2020/12/7,S,F,352800,SE63RQ,E09000023,{BA558B33-0066-76EF-E053-6B04A8C0B4B7},18065597,83,4,11,60,76,England and Wales: 1900-1929
E09000008,Croydon,4251.572327,2020,2020/12/9,S,F,676000,CR53DE,E09000008,{BA558B33-016E-76EF-E053-6B04A8C0B4B7},16678381,159,8,11,69,80,England and Wales: 1930-1949
E09000018,Hounslow,4252.427184,2020,2020/12/18,T,F,438000,TW134QS,E09000018,{BC8936BB-C98B-0E2C-E053-6C04A8C0DBF4},17603077,103,5,11,52,80,England and Wales: 1930-1949
E09000016,Havering,4252.873563,2020,2020/12/10,S,F,370000,RM79HH,E09000016,{BC8936BB-70F0-0E2C-E053-6C04A8C0DBF4},17466365,87,5,11,49,84,England and Wales: 1950-1966
E09000023,Lewisham,4255.319149,2020,2020/12/3,F,L,400000,SE128DS,E09000023,{BC8936BC-058F-0E2C-E053-6C04A8C0DBF4},18052565,94,3,12,71,79,England and Wales: 1900-1929
E09000002,Barking and Dagenham,4256.756757,2020,2020/12/18,T,F,315000,RM83DX,E09000002,{BC8936BB-7071-0E2C-E053-6C04A8C0DBF4},16066410,74,4,12,65,90,England and Wales: 1930-1949
E09000024,Merton,4257.142857,2020,2020/12/8,F,L,298000,SM46FE,E09000024,{BC8936BB-E8DD-0E2C-E053-6C04A8C0DBF4},18112898,70,3,11,79,80,England and Wales: 2003-2006
E09000004,Bexley,4258.62069,2020,2020/12/15,S,F,494000,DA76ER,E09000004,{BC8936BB-9FAA-0E2C-E053-6C04A8C0DBF4},16306113,116,5,11,66,83,England and Wales: 1930-1949
E09000006,Bromley,4259.615385,2020,2020/12/1,S,F,443000,BR52TG,E09000006,{BC8936BB-E739-0E2C-E053-6C04A8C0DBF4},16421533,104,4,12,68,84,England and Wales: 1967-1975
E09000002,Barking and Dagenham,4259.89673,2020,2020/12/18,S,F,495000,RM94AD,E09000002,{BA558B32-6BBD-76EF-E053-6B04A8C0B4B7},16072385,116.2,4,11,66,69,England and Wales: 1930-1949
E09000029,Sutton,4264.705882,2020,2020/12/21,T,F,435000,SM67AZ,E09000029,{BA558B32-FE19-76EF-E053-6B04A8C0B4B7},18581272,102,6,12,42,77,England and Wales: 1930-1949
E09000016,Havering,4264.705882,2020,2020/12/18,S,F,435000,RM111DN,E09000016,{BC8936BB-7003-0E2C-E053-6C04A8C0DBF4},17444940,102,5,11,62,84,England and Wales: 1930-1949
E09000016,Havering,4266.666667,2020,2020/12/21,T,F,320000,RM39UA,E09000016,{BC8936BB-7276-0E2C-E053-6C04A8C0DBF4},17414442,75,4,12,58,86,England and Wales: 1930-1949
E09000019,Islington,4268.292683,2020,2020/12/4,F,L,350000,N44AB,E09000019,{BC8936BB-30A7-0E2C-E053-6C04A8C0DBF4},17679047,82,3,11,61,74,England and Wales: 1900-1929
E09000031,Waltham Forest,4268.656716,2020,2020/12/18,F,L,286000,E107LD,E09000031,{BC8936BB-706F-0E2C-E053-6C04A8C0DBF4},18760531,67,3,12,41,78,England and Wales: 1900-1929
E09000018,Hounslow,4269.662921,2020,2020/12/1,T,F,380000,TW140EW,E09000018,{BC8936BB-3031-0E2C-E053-6C04A8C0DBF4},17570494,89,5,11,63,77,England and Wales: 1950-1966
E09000006,Bromley,4270.072993,2020,2020/12/16,T,F,585000,BR49EX,E09000006,{BA558B32-FF67-76EF-E053-6B04A8C0B4B7},16487747,137,7,11,63,75,England and Wales: 1930-1949
E09000026,Redbridge,4274.80916,2020,2020/12/18,S,F,560000,IG50BN,E09000026,{BC8936BB-7DD8-0E2C-E053-6C04A8C0DBF4},18346737,131,7,11,65,77,England and Wales: 1930-1949
E09000016,Havering,4274.80916,2020,2020/12/1,S,F,560000,RM113NX,E09000016,{BA558B32-BEFF-76EF-E053-6B04A8C0B4B7},17399711,131,5,11,48,77,England and Wales: 1930-1949
E09000018,Hounslow,4276.315789,2020,2020/12/21,F,L,325000,TW74QQ,E09000018,{BC8936BB-C740-0E2C-E053-6C04A8C0DBF4},17553926,76,3,11,68,69,England and Wales: 1983-1990
E09000008,Croydon,4279.661017,2020,2020/12/17,F,L,252500,CR26NX,E09000008,{BA558B33-0207-76EF-E053-6B04A8C0B4B7},16668137,59,2,11,81,83,England and Wales: 2003-2006
E09000016,Havering,4282.608696,2020,2020/12/2,S,F,492500,RM14UU,E09000016,{BC8936BB-795F-0E2C-E053-6C04A8C0DBF4},17427515,115,5,11,47,85,England and Wales: 1930-1949
E09000024,Merton,4283.168317,2020,2020/12/2,F,L,432600,SW209NJ,E09000024,{BA558B33-0357-76EF-E053-6B04A8C0B4B7},18119656,101,4,11,80,80,England and Wales: 1976-1982
E09000028,Southwark,4283.783784,2020,2020/12/11,F,L,317000,SE163PH,E09000028,{BC8936BC-03E9-0E2C-E053-6C04A8C0DBF4},18473405,74,4,11,57,67,England and Wales: 1967-1975
E09000016,Havering,4285.704082,2020,2020/12/7,D,F,419999,RM53QP,E09000016,{BC8936BB-7284-0E2C-E053-6C04A8C0DBF4},17444133,98,5,11,56,84,England and Wales: 1930-1949
E09000016,Havering,4285.714286,2020,2020/12/22,F,L,300000,RM138TP,E09000016,{BC8936BB-70A1-0E2C-E053-6C04A8C0DBF4},17423783,70,4,11,69,74,England and Wales: 1950-1966
E09000004,Bexley,4285.714286,2020,2020/12/22,T,F,270000,SE288QW,E09000004,{BC8936BB-E83E-0E2C-E053-6C04A8C0DBF4},16281470,63,3,11,72,87,England and Wales: 1991-1995
E09000016,Havering,4285.714286,2020,2020/12/17,T,F,390000,RM14SU,E09000016,{BC8936BB-76A9-0E2C-E053-6C04A8C0DBF4},17417836,91,5,11,51,75,England and Wales: 1930-1949
E09000017,Hillingdon,4285.714286,2020,2020/12/11,D,F,840000,UB96PD,E09000017,{BC8936BB-3017-0E2C-E053-6C04A8C0DBF4},17486014,196,8,12,38,79,England and Wales: before 1900
E09000029,Sutton,4285.714286,2020,2020/12/4,F,L,270000,SM68BJ,E09000029,{BC8936BB-E7B7-0E2C-E053-6C04A8C0DBF4},18544433,63,3,12,72,77,England and Wales: 1967-1975
E09000016,Havering,4289.772727,2020,2020/12/4,S,F,377500,RM113PZ,E09000016,{BA558B32-7AEF-76EF-E053-6B04A8C0B4B7},17403728,88,5,11,51,81,England and Wales: 1967-1975
E09000024,Merton,4291.338583,2020,2020/12/3,T,F,545000,CR42QD,E09000024,{BC8936BB-F8B3-0E2C-E053-6C04A8C0DBF4},18154249,127,4,11,76,88,England and Wales: 1930-1949
E09000031,Waltham Forest,4293.825408,2020,2020/12/9,S,F,605000,E47SS,E09000031,{BC8936BB-6FD0-0E2C-E053-6C04A8C0DBF4},18793929,140.9,7,11,56,58,England and Wales: 1930-1949
E09000024,Merton,4294.117647,2020,2020/12/10,T,F,730000,SW197LP,E09000024,{BC8936BB-E505-0E2C-E053-6C04A8C0DBF4},18104661,170,7,11,50,74,England and Wales: before 1900
E09000030,Tower Hamlets,4294.117647,2020,2020/12/8,F,L,292000,E140NL,E09000030,{BC8936BB-71E6-0E2C-E053-6C04A8C0DBF4},18654324,68,3,11,76,76,England and Wales: 1991-1995
E09000016,Havering,4294.871795,2020,2020/12/2,T,F,335000,RM39XH,E09000016,{BC8936BB-705E-0E2C-E053-6C04A8C0DBF4},17397195,78,4,11,63,87,England and Wales: 1950-1966
E09000003,Barnet,4294.871795,2020,2020/12/1,F,L,335000,NW74SN,E09000003,{BA558B32-D2E3-76EF-E053-6B04A8C0B4B7},16212857,78,3,11,69,76,England and Wales: 1950-1966
E09000018,Hounslow,4296.875,2020,2020/12/11,F,L,275000,TW50SA,E09000018,{BA558B32-D68B-76EF-E053-6B04A8C0B4B7},17590443,64,3,11,61,69,England and Wales: 1967-1975
E09000008,Croydon,4300,2020,2020/12/4,T,F,387000,CR78PR,E09000008,{BA558B33-042D-76EF-E053-6B04A8C0B4B7},16697019,90,3,11,53,80,England and Wales: 1900-1929
E09000009,Ealing,4301.075269,2020,2020/12/11,D,F,800000,UB24JQ,E09000009,{BA558B32-D799-76EF-E053-6B04A8C0B4B7},16747567,186,7,11,50,76,England and Wales: 1900-1929
E09000004,Bexley,4303.030303,2020,2020/12/16,D,F,426000,DA81DW,E09000004,{BA558B32-FDE6-76EF-E053-6B04A8C0B4B7},16314642,99,6,11,68,83,England and Wales: 1967-1975
E09000031,Waltham Forest,4307.086614,2020,2020/12/11,T,F,547000,E47SQ,E09000031,{BA558B32-6E6C-76EF-E053-6B04A8C0B4B7},18785259,127,6,11,60,73,England and Wales: 1900-1929
E09000004,Bexley,4308.510638,2020,2020/12/17,D,F,405000,DA157PH,E09000004,{BC8936BB-A214-0E2C-E053-6C04A8C0DBF4},16292815,94,4,11,63,86,England and Wales: 1900-1929
E09000029,Sutton,4308.943089,2020,2020/12/4,S,F,530000,SM14JN,E09000029,{BA558B32-FD80-76EF-E053-6B04A8C0B4B7},18579481,123,6,11,56,81,England and Wales: 1900-1929
E09000004,Bexley,4310.377358,2020,2020/12/21,S,F,456900,DA162NH,E09000004,{BA558B32-AC7C-76EF-E053-6B04A8C0B4B7},16316630,106,6,11,63,77,England and Wales: 1930-1949
E09000016,Havering,4312.5,2020,2020/12/4,T,F,345000,RM125PA,E09000016,{BA558B32-6D01-76EF-E053-6B04A8C0B4B7},17444381,80,4,11,65,83,England and Wales: 1930-1949
E09000004,Bexley,4318.181818,2020,2020/12/8,T,F,380000,DA76BB,E09000004,{BC8936BB-E764-0E2C-E053-6C04A8C0DBF4},16279827,88,4,11,67,85,England and Wales: 1967-1975
E09000029,Sutton,4318.181818,2020,2020/12/3,S,F,475000,CR04SB,E09000029,{BC8936BB-E7FD-0E2C-E053-6C04A8C0DBF4},18584938,110,6,11,51,74,England and Wales: 1930-1949
E09000006,Bromley,4320.3125,2020,2020/12/17,S,F,553000,BR13RH,E09000006,{BC8936BB-E9BB-0E2C-E053-6C04A8C0DBF4},16473007,128,5,11,45,79,England and Wales: 1900-1929
E09000006,Bromley,4320.38835,2020,2020/12/16,S,F,445000,TN162NW,E09000006,{BC8936BB-E511-0E2C-E053-6C04A8C0DBF4},16492476,103,4,12,67,82,England and Wales: 1967-1975
E09000016,Havering,4320.987654,2020,2020/12/11,T,F,350000,RM124XW,E09000016,{BC8936BB-70D8-0E2C-E053-6C04A8C0DBF4},17435984,81,4,12,47,84,England and Wales: 1900-1929
E09000002,Barking and Dagenham,4320.987654,2020,2020/12/4,S,F,350000,RM94SJ,E09000002,{BA558B33-25E4-76EF-E053-6B04A8C0B4B7},16095737,81,4,12,64,85,England and Wales: 1930-1949
E09000021,Kingston upon Thames,4321.428571,2020,2020/12/18,S,F,605000,KT91NN,E09000021,{BC8936BB-F735-0E2C-E053-6C04A8C0DBF4},17851039,140,7,11,58,77,England and Wales: 1930-1949
E09000031,Waltham Forest,4322.033898,2020,2020/12/22,T,F,510000,E48NE,E09000031,{BC8936BB-701A-0E2C-E053-6C04A8C0DBF4},18751764,118,7,11,65,84,England and Wales: 1900-1929
E09000006,Bromley,4323.648649,2020,2020/12/11,F,L,319950,TN163FJ,E09000006,{BC8936BB-E9AE-0E2C-E053-6C04A8C0DBF4},16425186,74,,11,84,84,NO DATA!
E09000008,Croydon,4324.324324,2020,2020/12/22,F,L,320000,CR05NU,E09000008,{BC8936BB-E8B9-0E2C-E053-6C04A8C0DBF4},16719613,74,4,11,66,74,England and Wales: 1967-1975
E09000006,Bromley,4324.324324,2020,2020/12/21,S,F,480000,BR67AF,E09000006,{BC8936BB-A1B3-0E2C-E053-6C04A8C0DBF4},16425536,111,6,11,51,81,England and Wales: 1930-1949
E09000006,Bromley,4326.923077,2020,2020/12/16,F,L,450000,BR13TF,E09000006,{BC8936BB-E7DB-0E2C-E053-6C04A8C0DBF4},16508649,104,3,12,44,44,England and Wales: 1983-1990
E09000003,Barnet,4326.923077,2020,2020/12/16,F,L,450000,NW116JG,E09000003,{BC8936BB-3179-0E2C-E053-6C04A8C0DBF4},16224524,104,5,12,47,75,England and Wales: 1900-1929
E09000026,Redbridge,4327.731092,2020,2020/12/11,T,F,515000,IG62AZ,E09000026,{BA558B32-6D67-76EF-E053-6B04A8C0B4B7},18296702,119,4,11,65,78,England and Wales: 1930-1949
E09000007,Camden,4332.477535,2020,2020/12/15,F,L,405000,N66PR,E09000007,{BC8936BB-C8E2-0E2C-E053-6C04A8C0DBF4},16520123,93.48,4,11,56,62,England and Wales: 1900-1929
E09000003,Barnet,4333.333333,2020,2020/12/22,F,L,325000,NW44QZ,E09000003,{BA558B32-D805-76EF-E053-6B04A8C0B4B7},16202304,75,3,12,72,77,England and Wales: 1976-1982
E09000011,Greenwich,4333.333333,2020,2020/12/21,T,F,338000,SE29LS,E09000011,{BC8936BC-0580-0E2C-E053-6C04A8C0DBF4},16964332,78,5,12,62,88,England and Wales: 1930-1949
E09000017,Hillingdon,4333.333333,2020,2020/12/16,F,F,312000,UB70BD,E09000017,{BC8936BB-33A5-0E2C-E053-6C04A8C0DBF4},17497211,72,5,11,69,74,England and Wales: 1930-1949
E09000002,Barking and Dagenham,4333.333333,2020,2020/12/16,T,F,312000,RM82EU,E09000002,{BC8936BB-7274-0E2C-E053-6C04A8C0DBF4},16072986,72,3,12,64,82,England and Wales: 1930-1949
E09000029,Sutton,4333.333333,2020,2020/12/14,S,F,572000,SM68PZ,E09000029,{BC8936BB-F6C2-0E2C-E053-6C04A8C0DBF4},18566174,132,6,11,48,79,England and Wales: 1900-1929
E09000008,Croydon,4333.333333,2020,2020/12/7,T,F,455000,SE254HN,E09000008,{BC8936BB-E56F-0E2C-E053-6C04A8C0DBF4},16624300,105,6,12,58,85,England and Wales: 1930-1949
E09000016,Havering,4335.106383,2020,2020/12/10,S,F,407500,RM77DA,E09000016,{BC8936BB-7032-0E2C-E053-6C04A8C0DBF4},17433759,94,4,11,52,75,England and Wales: 1900-1929
E09000029,Sutton,4336.283186,2020,2020/12/21,S,F,490000,SM13AT,E09000029,{BC8936BB-FDC7-0E2C-E053-6C04A8C0DBF4},18565573,113,6,12,69,84,England and Wales: 1930-1949
E09000021,Kingston upon Thames,4336.734694,2020,2020/12/3,S,F,425000,KT91RY,E09000021,{BA558B33-02A1-76EF-E053-6B04A8C0B4B7},17824842,98,5,12,63,85,England and Wales: 1930-1949
